278, 103, 105, 4.732758579463979, 10.016399383544922, -0.00522111491601384
368, 103, 105, 4.870923520834732, 9.757444381713867, -0.002004870662685496
278, 103, 825, 4.713214636870291, 12.924903869628906, 0.0073542809327106886
368, 103, 825, 4.643015633934434, 13.294971466064453, 0.0068299945688515004
278, 103, 1545, 4.776771349494704, 12.210850715637207, 0.009172473103265666
368, 103, 1545, 4.768753129037072, 12.694183349609375, 0.006739487297628245
278, 823, 105, 4.669694197687815, 12.63469123840332, 0.00789646674256881
368, 823, 105, 4.706062806801478, 12.696231842041016, 0.009572188922214264
278, 823, 825, 4.807025006523772, 9.16944694519043, 0.011262255432864996
368, 823, 825, 4.741931475796716, 9.209331512451172, 0.004222864676327303
278, 823, 1545, 4.77271121031335, 9.4093017578125, -0.0012165598673740054
368, 823, 1545, 4.792848364570615, 9.57033634185791, 0.0033395434878258027
278, 1543, 105, 4.7814624560578505, 11.074617385864258, 0.013431510918208508
368, 1543, 105, 4.674232264607982, 11.125728607177734, 0.010339461000889482
278, 1543, 825, 4.684387253795331, 11.731229782104492, 0.013403014213688162
368, 1543, 825, 4.703729429755869, 11.908190727233887, 0.02005497836772667
278, 1543, 1545, 4.664001855871083, 11.270511627197266, 0.010381047902556052
368, 1543, 1545, 4.66261244897634, 11.190006256103516, 0.013160036816652438
