42, 112, 116, 14.914694342161251, 33.312198638916016, 0.19961579850848044
87, 112, 116, 16.326362114346757, 33.65052032470703, 0.22128508614489245
132, 112, 116, 15.85242973067905, 33.860069274902344, 0.19185885917601886
177, 112, 116, 14.712375402012736, 34.18477249145508, 0.17891392982784218
42, 112, 476, 16.045724339766043, 37.785892486572266, 0.11633771897019812
87, 112, 476, 16.044580152707457, 38.0093879699707, 0.14637209351504943
132, 112, 476, 15.474124641351489, 37.44437789916992, 0.20089083461609974
177, 112, 476, 16.05097182851453, 36.603797912597656, 0.11301105341845545
42, 112, 836, 16.45367020631257, 22.82419204711914, 0.02625238844483157
87, 112, 836, 16.74582610268078, 22.791534423828125, 0.04348895122785268
132, 112, 836, 16.377938844575855, 23.14272689819336, 0.05660719379892499
177, 112, 836, 16.785158788761894, 23.983369827270508, 0.029521761088319522
42, 112, 1196, 16.636423356380384, 27.808210372924805, 0.05024738018804475
87, 112, 1196, 15.659837150494171, 27.733230590820312, 0.06823252840452318
132, 112, 1196, 16.090802774178634, 27.387062072753906, 0.07015541677941738
177, 112, 1196, 16.79053503147795, 27.25324058532715, 0.06502935222227815
42, 112, 1556, 17.5459429338464, 27.059349060058594, 0.13949572519376155
87, 112, 1556, 13.140491521602414, 27.482585906982422, 0.1501796983381628
132, 112, 1556, 17.28214525546965, 27.659046173095703, 0.201205817468001
177, 112, 1556, 15.412547684110885, 27.878032684326172, 0.1900420451574613
42, 112, 1916, 16.519280221059322, 30.274169921875, 0.1707540447367603
87, 112, 1916, 13.72211340705009, 29.712539672851562, 0.23855230647368336
132, 112, 1916, 12.497313157409748, 28.31865882873535, 0.24032824394909508
177, 112, 1916, 14.73155668261565, 28.339977264404297, 0.17944826260804075
42, 472, 116, 18.694218303136385, 27.917984008789062, 0.01982114415465992
87, 472, 116, 15.654867453485503, 27.50411605834961, 0.06636929858447245
132, 472, 116, 16.632988805470678, 27.122760772705078, 0.07988141837976827
177, 472, 116, 16.93559989496778, 26.464204788208008, 0.07778814784280792
42, 472, 476, 16.236596299510502, 26.361553192138672, 0.09817308000158334
87, 472, 476, 16.094705845062492, 26.243967056274414, 0.11846793767024774
132, 472, 476, 15.97247244893558, 26.320236206054688, 0.08929888789797231
177, 472, 476, 15.071364275955863, 26.707225799560547, 0.06647160204838042
42, 472, 836, 15.767712581609084, 32.70280456542969, 0.11909418040334835
87, 472, 836, 14.182671245585311, 33.25212097167969, 0.22642881821467695
