25, 130, 132, 15.421245709616894, 145.82757568359375
25, 130, 1572, 13.508611334807902, 142.397705078125
25, 850, 132, 15.972888279374594, 138.95021057128906
25, 850, 1572, 15.12299729703377, 151.93792724609375
25, 1570, 132, 13.249837883196337, 156.05857849121094
25, 1570, 1572, 16.218299958573514, 137.97988891601562
41, 130, 132, 15.47960520857711, 143.91452026367188
41, 130, 1572, 15.392947950788429, 141.0052490234375
41, 850, 132, 17.52350068234383, 138.01898193359375
41, 850, 1572, 13.925206463787704, 153.37213134765625
41, 1570, 132, 13.524521590296636, 155.17312622070312
41, 1570, 1572, 16.99528147815433, 137.9510498046875
57, 130, 132, 7.643338389143378, 144.12220764160156
57, 130, 1572, 14.203869687464543, 141.61428833007812
57, 850, 132, 17.726413672611837, 138.76547241210938
57, 850, 1572, 13.830008548768015, 153.5133056640625
57, 1570, 132, 12.221891825934469, 153.90243530273438
57, 1570, 1572, 16.153837226190213, 139.0419921875
